Name,Writer,Likes,Genre,Rating,Subscribers,Summary,Update
Eleceed,Jeho Son / ZHENA,10.3,Action,9.93,975.8,"Jiwoo is a kind-hearted young man who harnesses the lightning quick reflexes of a cat to secretly make the world a better place , one saved little child or foster pet at a time. Kayden is a secret agent on the run, who finds himself stuck in the body of aâ€¦umâ€¦decidedly fat old fluffy cat. Together, armed with Jiwoo's super powers and Kayden's uber-smarts, they're out to fight those forces who would let evil rule this world. That is, if they can stand each other long enough to get the job done.", TUESDAY
The Newlywed Diaryof a Witch and a Dragon,New lung / Dimang,2.4,Romance,9.28,672.1,"After spending the night with a recent hire of the Tower of Magic, Wendy Blanchett, a talented young leader of the Rune Research Division, is faced with an impossible dilemma. She fears for her position and reputation when the newbie, Aiden Winters, asks her to marry him. Unbeknownst to Wendy, Aiden seems to have secrets of his own. Will their love blossom, or will his secrets tear them apart?", SUNDAY
The Princess's Jewels,Hyun hoo Joo / Kumtata,1.8,Fantasy,9.05,289.3,"Princess Ariana de Secramise knows that becoming the first-ever empress of the Arbezela Empire will be no small task. That's why she collects five beautiful ""jewels"" -- talented, handsome men from all across the lands -- to help her reach her goal. Can Ariana maneuver her way through court politics to become the empress, and can these jewels help her shine?", THURSDAY
The Strongest Florist,JYUN / Hong Cha,404104.0,Action,9.85,460.6,"Even though he's built like a fighter with a fearsome scowl, Jaeho would love nothing more than to become a florist instead. Unfortunately, Jaeho's overbearing father disapproves, pushing his son to become an MMA fighter instead. Jaeho enters the virtual reality game, New World, to escape his father's ambitions, but will he be able to realize his dreams?", SATURDAY
His Majesty's Proposal,Bloomy / INUS,1.0,Fantasy,9.08,506.3,"A broken engagement and one too many drinks are the catalysts for a mistake that will change Penelope Zecalion's life forever, as she finds herself waking up in bed with the emperor! Grouchy, foul-mouthed Penelope is reluctant to let the emperor into her heart after her first engagement went so wrong. Can the emperor change her mind and win her heart?", SATURDAY
Hardcore Leveling Warrior,Sehoon Kim,13.6,Action,9.76,1.2,"Known as Hardcore Leveling Warrior, Ethan is the #1 player of the world's biggest game, Lucid Adventure. But when a mysterious player kills Ethan and forces his character back to level 1, he will do anything to get back on top. New friends and old foes, as well as mysterious forces and his own dark past, will follow him as he does his best to take back what was once his.", FRIDAY
Dungeons & Artifacts,Zerowater / UMKY,862670.0,Action,9.55,379.9,"A dungeon-guiding gig goes sideways for explorer Stetch Atelier when the prince who hired him tricks him into activating a fatal curse. But instead of staying dead, Stetch is resurrected by a sentient artifact that offers him a deal that may help him get his revenge. To hold up his end of the bargain, Stetch sets off on a long journey of raiding dungeons, slaying monsters, and making new enemies and friends along the way.", MONDAY
Act Like You Love Me!,XUANN,2.2,Romance,9.78,620.7,"25-year-old Ji-eon is stressed, overworked, and penniless. When a mix-up at a temp job has her spending a day as famous actor Doyun Nam's personal assistant, she takes her anger out on a doll... which turns out to have the magical ability to control him at her every whim. Now it's her turn to be the boss.", THURSDAY
Hero Killer,Kkulbeol / Beolkkul,1.1,Action,9.74,501.5,"The world is in constant turmoil, with constant wars breaking out between Heroes and Villains. Gifted with supernatural abilities, one lone girl sets out on a bloody path for revenge against the injustices of the world she lives in. With the constant clashes between titans, no one is safe. If no one is willing to protect the innocent, who are the real heroes, and who are the real villains? What truly separates one from the other?", TUESDAY
The Wrath & the Dawn,RenÃ©e Ahdieh / SilvesterVitale,4.5,Fantasy,9.54,989.1,"Khalid, the Caliph, takes a new bride each night only to have her executed at sunrise. So it is a suspicious surprise when Shahrzad volunteers to marry Khalid. However, Shahrzad has a clever plan - not only to stay alive - but to end the murderous King's reign of terror once and for all.
 
 (A reimagining of 1001 Nights based on the YA novel by Renee Ahdieh.)", TUESDAY
There Must Be Happy Endings,Moonsia,5.3,Romance,9.83,326.1,"The day Yeonu's contract marriage came to an end was also the day that she witnessed her soon-to-be ex-husband, Seonjae, die right in front of her eyes. But when a twist of fate has her travel 100 days back in time before the tragic accident, she decides to do everything she can to stop the accident from happening. With a second chance to make things right, Yeonu is determined to make sure that, this time around, they get their happy ending.", SUNDAY
The Witch and The Bull,Jaerim / Bulsa,405764.0,Fantasy,9.78,844.1,"Tan's job as the King's royal advisor has nothing to do with his hatred for witches, but it does make him a prime target for a curse that turns him into a BULL! The only way to undo this hex is to rely on the beautiful witch, Aro. Can her kindness turn his feelings around, and break this spell?", THURSDAY
Happily Ever Afterwards,Hwang DoTol / Jeongseo,884919.0,Fantasy,9.65,325.7,"What would you do if you were reborn as a character from your favorite romance novel? For Peony, an avid fan of ""The Song of Askar,"" the answer is simple: Marry her favorite character, of course! Reincarnated as the princess of the Kingdom of Garten, Peony is determined to marry Richt, the second male lead of ""The Song of Askar"" and former prince of the Fairspren Empire, who was banished to an inhospitable land after the novel's happy ending (which didn't end so well for him). Amidst trials and tribulations, can Peony and Richt make the most of their second chance at life and love?", THURSDAY
I Get Stronger the More I Eat,Kitaeon / Frost Mourne,179307.0,Action,8.45,210.9,"Known as ""Pet Shop,"" Mr. Kim has the unique ability to absorb the skills of the creatures he eats. One day, Pet Shop is mysteriously transported to a magical world full of orcs, trolls, and monsters. A new world, new chow, and new skills. Now Pet Shop is determined to become the most powerful creature in the world. Follow his epic climb to the top of the food chain.", SATURDAY
"God, Please Make Me a Demon!",Bulsa / Yomgary,321043.0,Comedy,9.31,318.4,"At a glance, high-schooler Moran Baek appears to be a beautiful girl who's perfect in every wayâ€¦ or so it would seem. In reality, she is an exiled demon who has been trapped in a human body for over 5,000 years. When she learns that she is still unable to use her demonic powers despite finishing her exile, Moran despairs and struggles to find a way to become a demon again. One day, she accidentally discovers that doing a good deed restores her powers, and sets out to find a way to keep doing good deeds so she can return to her devilish ways.", THURSDAY
So You're Raising a Warrior,Hannah Patten / Violet Matter,888119.0,Fantasy,9.49,224.3,"All Ell wants is for a warrior to come along and kill him so he can finally achieve a comfortable life after death. Just when it looks like he might get his wish, he accidentally kills the warrior who came to end his life. But Ell soon comes up with a different plan: if there are no warriors to kill him, he can raise one himself! So Ell the dragon, Lafi the magician, and Dino the baby warrior become an unconventional family. However, Ell soon discovers it's harder than he thought to teach a baby combat moves!", THURSDAY
Forever After,JEON Segi / JEON Hoyun,240180.0,Comedy,9.35,378.5,"Robin just wants an easy life. Land a prince, live like a princess; it worked out for Cinderella. Self-respect need not apply. When her wish to live out a real-life fairytale is misinterpreted by the Fates, she finds herself in the storybook realm of Forever After, only she's not a princess at all! Cast as the Prince, Robin must fight her way through the broken stories of her youth and restore their happy endings if she ever hopes to return home. Some things in Forever After are not quite as they were written, and Robin is not the only one racing through the tales. Stuck with all the responsibility she never wanted, Robin could be the hero to save them allâ€”but not if the Wicked Witch has anything to say about it.", FRIDAY
